GW_filename,detected,GRB_filename,KN_coords
22070,True,GBM_bns_22070,"(1.1663695, 0.23685497)"
22103,False,,
22114,False,,
22142,False,,
22156,False,,
22171,False,,
22190,False,,
22199,False,,
22220,False,,
22232,False,,
22244,False,,
22265,False,,
22268,True,GBM_bns_22268,"(0.32332756, -0.48982034)"
22300,False,,
22309,False,,
22319,False,,
22329,False,,
22359,False,,
22375,True,GBM_bns_22375,"(3.4367644, -0.81238339)"
22394,True,GBM_bns_22394,"(6.0345076, -0.1359836)"
22403,False,,
22417,False,,
22431,False,,
22433,False,,
22449,False,,
22450,False,,
22456,True,GBM_bns_22456,"(0.47056133, -0.73962529)"
22487,False,,
22504,False,,
22509,False,,
22525,False,,
22531,False,,
22539,True,GBM_bns_22539,"(3.5827055, 0.64065006)"
22547,False,,
22552,False,,
22588,False,,
22616,False,,
22678,False,,
22703,True,GBM_bns_22703,"(3.6556569, 0.71016701)"
22704,False,,
22721,False,,
22729,False,,
22730,False,,
22736,False,,
22790,False,,
22810,False,,
22811,False,,
22856,False,,
22860,False,,
22869,False,,
22873,False,,
22880,True,GBM_bns_22880,"(0.10116433, -0.77899004)"
22887,False,,
22889,False,,
22906,False,,
22909,False,,
22924,False,,
22953,False,,
22957,False,,
22972,False,,
22995,False,,
23006,False,,
23009,False,,
23055,False,,
23081,False,,
23084,False,,
23086,False,,
23099,False,,
23120,False,,
23130,False,,
23133,False,,
23183,False,,
23186,False,,
23196,False,,
23197,False,,
23221,False,,
23229,False,,
23277,True,GBM_bns_23277,"(2.8854814, -0.15139969)"
23279,False,,
23285,False,,
23308,False,,
23337,False,,
23340,True,GBM_bns_23340,"(4.7070046, 0.81107784)"
23368,False,,
23390,False,,
23395,False,,
23396,False,,
23397,False,,
23410,False,,
23439,False,,
23452,False,,
23459,False,,
23490,False,,
23563,False,,
23601,False,,
23629,False,,
23633,False,,
23658,False,,
23666,False,,
23696,False,,
23698,False,,
23700,False,,
23725,False,,
23742,False,,
23785,False,,
23804,False,,
23855,False,,
23863,False,,
23874,False,,
23883,False,,
23899,False,,
23915,False,,
23916,True,GBM_bns_23916,"(5.7971982, -1.1997649)"
23918,False,,
23919,False,,
23934,False,,
23939,False,,
23946,False,,
23957,False,,
23974,False,,
23976,False,,
24016,False,,
24050,False,,
24065,True,GBM_bns_24065,"(0.80285881, -0.78388201)"
24139,False,,
24143,False,,
24149,False,,
24164,False,,
24166,False,,
24171,False,,
24174,False,,
24237,False,,
24246,False,,
24275,True,GBM_bns_24275,"(3.6074828, 0.52397203)"
24282,False,,
24315,False,,
24325,False,,
24329,False,,
24418,False,,
24420,False,,
24431,False,,
24437,False,,
24445,False,,
24449,False,,
24460,False,,
24481,False,,
24497,False,,
24498,False,,
24503,False,,
24506,False,,
24538,False,,
24541,False,,
24547,False,,
24553,False,,
24555,False,,
24574,False,,
24577,False,,
24594,False,,
24625,False,,
24641,False,,
24645,False,,
24646,False,,
24668,False,,
24695,False,,
24703,False,,
24716,False,,
24722,False,,
24734,False,,
24740,False,,
24751,False,,
24780,False,,
24798,False,,
24803,False,,
24876,False,,
24923,False,,
24931,False,,
25086,False,,
25098,False,,
25117,False,,
25120,False,,
25139,False,,
25178,False,,
25195,False,,
25197,False,,
25204,False,,
25227,False,,
25233,False,,
25235,False,,
25267,False,,
25273,False,,
25288,False,,
25306,False,,
25338,False,,
25370,False,,
25379,False,,
25409,False,,
25410,False,,
25428,False,,
25432,False,,
25449,False,,
25452,False,,
25460,False,,
25485,True,GBM_bns_25485,"(3.643502, 0.5283286)"
25487,False,,
25497,False,,
25513,False,,
25525,False,,
25534,False,,
25566,False,,
25575,False,,
25585,False,,
25599,False,,
25601,False,,
25621,False,,
25630,False,,
25642,False,,
25668,False,,
25674,False,,
25677,False,,
25692,False,,
25725,False,,
25729,False,,
25746,False,,
25756,False,,
25775,False,,
25791,False,,
25805,False,,
25830,False,,
25846,True,GBM_bns_25846,"(4.3050813, 0.78350001)"
25852,False,,
25853,False,,
25929,False,,
25959,False,,
25998,False,,
26006,False,,
26052,False,,
26059,False,,
26071,False,,
26087,False,,
26103,False,,
26117,True,GBM_bns_26117,"(5.1330508, -0.19949077)"
26133,False,,
26135,False,,
26160,False,,
26165,False,,
26186,False,,
26202,False,,
26208,False,,
26270,False,,
26297,True,GBM_bns_26297,"(1.1540371, -0.40735037)"
26341,False,,
26384,False,,
26385,False,,
26393,False,,
26402,False,,
26427,False,,
26435,False,,
26476,False,,
26516,False,,
26534,False,,
26569,False,,
26618,False,,
26630,False,,
26636,False,,
26653,False,,
26654,False,,
26677,False,,
26682,False,,
26692,False,,
26700,False,,
26720,False,,
26743,False,,
26744,False,,
26780,False,,
26790,False,,
26798,False,,
26818,False,,
26901,False,,
26904,False,,
26924,False,,
26933,False,,
27011,False,,
27015,False,,
27036,False,,
27038,False,,
27045,False,,
27057,False,,
27069,False,,
27083,False,,
27086,False,,
27092,False,,
27122,False,,
27170,False,,
